transaction_type,fraud_status,step,amount_bin,transaction_count
CASH_OUT,Legitimate,42,"10,001-50,000",2108
CASH_OUT,Legitimate,42,"100,001-500,000",10112
CASH_OUT,Legitimate,42,101-500,26
CASH_OUT,Legitimate,42,"5,001-10,000",256
CASH_OUT,Legitimate,42,"50,001-100,000",2762
CASH_OUT,Legitimate,42,"500,001-1,000,000",264
CASH_OUT,Legitimate,42,"501-1,000",17
DEBIT,Legitimate,42,0-100,1
DEBIT,Legitimate,42,"1,001-5,000",87
DEBIT,Legitimate,42,"10,001-50,000",4
DEBIT,Legitimate,42,"100,001-500,000",2
DEBIT,Legitimate,42,101-500,9
DEBIT,Legitimate,42,"5,001-10,000",27
DEBIT,Legitimate,42,"501-1,000",15
PAYMENT,Legitimate,42,0-100,93
PAYMENT,Legitimate,42,"1,001-5,000",3067
PAYMENT,Legitimate,42,"10,001-50,000",5308
PAYMENT,Legitimate,42,"100,001-500,000",1
PAYMENT,Legitimate,42,101-500,316
PAYMENT,Legitimate,42,"5,001-10,000",3343
PAYMENT,Legitimate,42,"50,001-100,000",55
PAYMENT,Legitimate,42,"501-1,000",369
TRANSFER,Fraud,42,"1,000,001+",4
TRANSFER,Fraud,42,"10,001-50,000",1
TRANSFER,Fraud,42,"100,001-500,000",1
TRANSFER,Fraud,42,"500,001-1,000,000",1
TRANSFER,Legitimate,42,"1,000,001+",554
TRANSFER,Legitimate,42,"1,001-5,000",14
TRANSFER,Legitimate,42,"10,001-50,000",168
TRANSFER,Legitimate,42,"100,001-500,000",1359
TRANSFER,Legitimate,42,101-500,2
TRANSFER,Legitimate,42,"5,001-10,000",21
TRANSFER,Legitimate,42,"50,001-100,000",227
TRANSFER,Legitimate,42,"500,001-1,000,000",971
TRANSFER,Legitimate,42,"501-1,000",2
CASH_IN,Legitimate,43,0-100,6
CASH_IN,Legitimate,43,"1,000,001+",2
CASH_IN,Legitimate,43,"1,001-5,000",142
CASH_IN,Legitimate,43,"10,001-50,000",1491
CASH_IN,Legitimate,43,"100,001-500,000",6022
CASH_IN,Legitimate,43,101-500,13
CASH_IN,Legitimate,43,"5,001-10,000",178
CASH_IN,Legitimate,43,"50,001-100,000",1888
CASH_IN,Legitimate,43,"500,001-1,000,000",101
CASH_IN,Legitimate,43,"501-1,000",9
CASH_OUT,Fraud,43,"10,001-50,000",2
CASH_OUT,Fraud,43,"100,001-500,000",3
CASH_OUT,Fraud,43,"50,001-100,000",1
CASH_OUT,Legitimate,43,0-100,8
CASH_OUT,Legitimate,43,"1,001-5,000",260
CASH_OUT,Legitimate,43,"10,001-50,000",2568
CASH_OUT,Legitimate,43,"100,001-500,000",10924
CASH_OUT,Legitimate,43,101-500,29
CASH_OUT,Legitimate,43,"5,001-10,000",280
CASH_OUT,Legitimate,43,"50,001-100,000",3287
CASH_OUT,Legitimate,43,"500,001-1,000,000",252
CASH_OUT,Legitimate,43,"501-1,000",41
DEBIT,Legitimate,43,0-100,1
DEBIT,Legitimate,43,"1,001-5,000",114
DEBIT,Legitimate,43,"10,001-50,000",19
DEBIT,Legitimate,43,"100,001-500,000",1
DEBIT,Legitimate,43,101-500,18
DEBIT,Legitimate,43,"5,001-10,000",64
DEBIT,Legitimate,43,"50,001-100,000",2
DEBIT,Legitimate,43,"501-1,000",16
PAYMENT,Legitimate,43,0-100,74
PAYMENT,Legitimate,43,"1,001-5,000",3534
PAYMENT,Legitimate,43,"10,001-50,000",5648
PAYMENT,Legitimate,43,101-500,351
PAYMENT,Legitimate,43,"5,001-10,000",3634
PAYMENT,Legitimate,43,"50,001-100,000",82
PAYMENT,Legitimate,43,"501-1,000",446
TRANSFER,Fraud,43,"1,000,001+",1
TRANSFER,Fraud,43,"10,001-50,000",2
TRANSFER,Fraud,43,"100,001-500,000",3
TRANSFER,Fraud,43,"50,001-100,000",1
TRANSFER,Legitimate,43,"1,000,001+",605
TRANSFER,Legitimate,43,"1,001-5,000",12
TRANSFER,Legitimate,43,"10,001-50,000",186
TRANSFER,Legitimate,43,"100,001-500,000",1561
TRANSFER,Legitimate,43,"5,001-10,000",21
TRANSFER,Legitimate,43,"50,001-100,000",244
TRANSFER,Legitimate,43,"500,001-1,000,000",912
TRANSFER,Legitimate,43,"501-1,000",1
CASH_IN,Legitimate,44,0-100,2
CASH_IN,Legitimate,44,"1,001-5,000",105
CASH_IN,Legitimate,44,"10,001-50,000",1228
CASH_IN,Legitimate,44,"100,001-500,000",4888
CASH_IN,Legitimate,44,101-500,7
CASH_IN,Legitimate,44,"5,001-10,000",153
CASH_IN,Legitimate,44,"50,001-100,000",1585
CASH_IN,Legitimate,44,"500,001-1,000,000",91
CASH_IN,Legitimate,44,"501-1,000",10
CASH_OUT,Fraud,44,"1,000,001+",1
CASH_OUT,Fraud,44,"10,001-50,000",1
CASH_OUT,Fraud,44,"100,001-500,000",1
CASH_OUT,Fraud,44,"500,001-1,000,000",1
CASH_OUT,Legitimate,44,0-100,6
CASH_OUT,Legitimate,44,"1,000,001+",2
CASH_OUT,Legitimate,44,"1,001-5,000",215
CASH_OUT,Legitimate,44,"10,001-50,000",2242
CASH_OUT,Legitimate,44,"100,001-500,000",8099
CASH_OUT,Legitimate,44,101-500,18
CASH_OUT,Legitimate,44,"5,001-10,000",252
CASH_OUT,Legitimate,44,"50,001-100,000",2824
CASH_OUT,Legitimate,44,"500,001-1,000,000",168
CASH_OUT,Legitimate,44,"501-1,000",17
DEBIT,Legitimate,44,0-100,6
DEBIT,Legitimate,44,"1,001-5,000",129
DEBIT,Legitimate,44,"10,001-50,000",13
DEBIT,Legitimate,44,"100,001-500,000",3
DEBIT,Legitimate,44,101-500,16
DEBIT,Legitimate,44,"5,001-10,000",69
DEBIT,Legitimate,44,"501-1,000",13
PAYMENT,Legitimate,44,0-100,112
PAYMENT,Legitimate,44,"1,001-5,000",3874
PAYMENT,Legitimate,44,"10,001-50,000",4398
PAYMENT,Legitimate,44,101-500,381
PAYMENT,Legitimate,44,"5,001-10,000",3958
PAYMENT,Legitimate,44,"50,001-100,000",83
PAYMENT,Legitimate,44,"501-1,000",498
TRANSFER,Fraud,44,"1,000,001+",1
TRANSFER,Fraud,44,"10,001-50,000",1
TRANSFER,Fraud,44,"100,001-500,000",1
TRANSFER,Fraud,44,"500,001-1,000,000",1
TRANSFER,Legitimate,44,"1,000,001+",302
TRANSFER,Legitimate,44,"1,001-5,000",22
TRANSFER,Legitimate,44,"10,001-50,000",203
TRANSFER,Legitimate,44,"100,001-500,000",1582
TRANSFER,Legitimate,44,101-500,1
TRANSFER,Legitimate,44,"5,001-10,000",24
TRANSFER,Legitimate,44,"50,001-100,000",248
TRANSFER,Legitimate,44,"500,001-1,000,000",665
TRANSFER,Legitimate,44,"501-1,000",3
CASH_IN,Legitimate,45,0-100,3
CASH_IN,Legitimate,45,"1,000,001+",1
CASH_IN,Legitimate,45,"1,001-5,000",50
CASH_IN,Legitimate,45,"10,001-50,000",627
CASH_IN,Legitimate,45,"100,001-500,000",2125
CASH_IN,Legitimate,45,101-500,3
CASH_IN,Legitimate,45,"5,001-10,000",75
CASH_IN,Legitimate,45,"50,001-100,000",801
CASH_IN,Legitimate,45,"500,001-1,000,000",47
CASH_IN,Legitimate,45,"501-1,000",3
CASH_OUT,Fraud,45,"1,000,001+",4
CASH_OUT,Fraud,45,"100,001-500,000",4
CASH_OUT,Legitimate,45,"1,000,001+",2
CASH_OUT,Legitimate,45,"1,001-5,000",81
CASH_OUT,Legitimate,45,"10,001-50,000",859
CASH_OUT,Legitimate,45,"100,001-500,000",3197
CASH_OUT,Legitimate,45,101-500,8
CASH_OUT,Legitimate,45,"5,001-10,000",105
CASH_OUT,Legitimate,45,"50,001-100,000",1122
CASH_OUT,Legitimate,45,"500,001-1,000,000",70
CASH_OUT,Legitimate,45,"501-1,000",6
DEBIT,Legitimate,45,0-100,2
DEBIT,Legitimate,45,"1,001-5,000",133
DEBIT,Legitimate,45,"10,001-50,000",3
DEBIT,Legitimate,45,"100,001-500,000",2
DEBIT,Legitimate,45,101-500,12
DEBIT,Legitimate,45,"5,001-10,000",13
DEBIT,Legitimate,45,"501-1,000",12
PAYMENT,Legitimate,45,0-100,60
PAYMENT,Legitimate,45,"1,001-5,000",2339
PAYMENT,Legitimate,45,"10,001-50,000",2311
PAYMENT,Legitimate,45,101-500,238
PAYMENT,Legitimate,45,"5,001-10,000",2263
PAYMENT,Legitimate,45,"50,001-100,000",44
PAYMENT,Legitimate,45,"501-1,000",262
TRANSFER,Fraud,45,"1,000,001+",4
TRANSFER,Fraud,45,"100,001-500,000",4
TRANSFER,Legitimate,45,"1,000,001+",169
TRANSFER,Legitimate,45,"1,001-5,000",12
TRANSFER,Legitimate,45,"10,001-50,000",134
TRANSFER,Legitimate,45,"100,001-500,000",852
TRANSFER,Legitimate,45,"5,001-10,000",12
TRANSFER,Legitimate,45,"50,001-100,000",162
TRANSFER,Legitimate,45,"500,001-1,000,000",262
TRANSFER,Legitimate,45,"501-1,000",2
CASH_IN,Legitimate,46,0-100,1
CASH_IN,Legitimate,46,"1,001-5,000",42
CASH_IN,Legitimate,46,"10,001-50,000",373
CASH_IN,Legitimate,46,"100,001-500,000",1394
CASH_IN,Legitimate,46,101-500,4
CASH_IN,Legitimate,46,"5,001-10,000",61
CASH_IN,Legitimate,46,"50,001-100,000",451
CASH_IN,Legitimate,46,"500,001-1,000,000",34
CASH_IN,Legitimate,46,"501-1,000",5
CASH_OUT,Fraud,46,"1,000,001+",1
CASH_OUT,Fraud,46,"10,001-50,000",1
CASH_OUT,Fraud,46,"50,001-100,000",2
CASH_OUT,Fraud,46,"500,001-1,000,000",3
CASH_OUT,Legitimate,46,"1,001-5,000",44
CASH_OUT,Legitimate,46,"10,001-50,000",493
CASH_OUT,Legitimate,46,"100,001-500,000",1801
CASH_OUT,Legitimate,46,101-500,4
CASH_OUT,Legitimate,46,"5,001-10,000",62
CASH_OUT,Legitimate,46,"50,001-100,000",577
CASH_OUT,Legitimate,46,"500,001-1,000,000",58
CASH_OUT,Legitimate,46,"501-1,000",7
DEBIT,Legitimate,46,0-100,4
DEBIT,Legitimate,46,"1,001-5,000",159
DEBIT,Legitimate,46,"10,001-50,000",2
DEBIT,Legitimate,46,101-500,14
DEBIT,Legitimate,46,"5,001-10,000",19
DEBIT,Legitimate,46,"50,001-100,000",3
DEBIT,Legitimate,46,"501-1,000",21
PAYMENT,Legitimate,46,0-100,55
PAYMENT,Legitimate,46,"1,001-5,000",1821
PAYMENT,Legitimate,46,"10,001-50,000",1660
PAYMENT,Legitimate,46,101-500,205
PAYMENT,Legitimate,46,"5,001-10,000",1780
PAYMENT,Legitimate,46,"50,001-100,000",24
PAYMENT,Legitimate,46,"501-1,000",225
TRANSFER,Fraud,46,"1,000,001+",1
TRANSFER,Fraud,46,"10,001-50,000",1
TRANSFER,Fraud,46,"50,001-100,000",2
TRANSFER,Fraud,46,"500,001-1,000,000",3
TRANSFER,Legitimate,46,"1,000,001+",120
TRANSFER,Legitimate,46,"1,001-5,000",3
TRANSFER,Legitimate,46,"10,001-50,000",77
TRANSFER,Legitimate,46,"100,001-500,000",535
TRANSFER,Legitimate,46,101-500,2
TRANSFER,Legitimate,46,"5,001-10,000",6
TRANSFER,Legitimate,46,"50,001-100,000",93
TRANSFER,Legitimate,46,"500,001-1,000,000",192
CASH_IN,Legitimate,47,0-100,1
CASH_IN,Legitimate,47,"1,001-5,000",19
CASH_IN,Legitimate,47,"10,001-50,000",232
CASH_IN,Legitimate,47,"100,001-500,000",846
CASH_IN,Legitimate,47,101-500,1
CASH_IN,Legitimate,47,"5,001-10,000",20
CASH_IN,Legitimate,47,"50,001-100,000",287
CASH_IN,Legitimate,47,"500,001-1,000,000",20
CASH_IN,Legitimate,47,"501-1,000",3
CASH_OUT,Fraud,47,"1,000,001+",2
CASH_OUT,Fraud,47,"10,001-50,000",2
CASH_OUT,Fraud,47,"100,001-500,000",3
CASH_OUT,Fraud,47,"50,001-100,000",1
CASH_OUT,Fraud,47,"500,001-1,000,000",2
CASH_OUT,Legitimate,47,"1,001-5,000",23
CASH_OUT,Legitimate,47,"10,001-50,000",240
CASH_OUT,Legitimate,47,"100,001-500,000",1079
CASH_OUT,Legitimate,47,101-500,1
CASH_OUT,Legitimate,47,"5,001-10,000",20
CASH_OUT,Legitimate,47,"50,001-100,000",318
CASH_OUT,Legitimate,47,"500,001-1,000,000",36
CASH_OUT,Legitimate,47,"501-1,000",6
DEBIT,Legitimate,47,"1,001-5,000",57
DEBIT,Legitimate,47,"10,001-50,000",31
DEBIT,Legitimate,47,"100,001-500,000",1
DEBIT,Legitimate,47,101-500,13
DEBIT,Legitimate,47,"5,001-10,000",41
DEBIT,Legitimate,47,"50,001-100,000",2
DEBIT,Legitimate,47,"501-1,000",8
PAYMENT,Legitimate,47,0-100,35
PAYMENT,Legitimate,47,"1,001-5,000",1506
PAYMENT,Legitimate,47,"10,001-50,000",1285
PAYMENT,Legitimate,47,101-500,151
PAYMENT,Legitimate,47,"5,001-10,000",1450
PAYMENT,Legitimate,47,"50,001-100,000",11
PAYMENT,Legitimate,47,"501-1,000",203
TRANSFER,Fraud,47,"1,000,001+",2
TRANSFER,Fraud,47,"10,001-50,000",2
TRANSFER,Fraud,47,"100,001-500,000",4
TRANSFER,Fraud,47,"50,001-100,000",1
TRANSFER,Fraud,47,"500,001-1,000,000",2
TRANSFER,Legitimate,47,"1,000,001+",90
TRANSFER,Legitimate,47,"1,001-5,000",7
TRANSFER,Legitimate,47,"10,001-50,000",58
TRANSFER,Legitimate,47,"100,001-500,000",353
TRANSFER,Legitimate,47,"5,001-10,000",3
TRANSFER,Legitimate,47,"50,001-100,000",71
TRANSFER,Legitimate,47,"500,001-1,000,000",132
CASH_IN,Legitimate,48,"1,001-5,000",6
CASH_IN,Legitimate,48,"10,001-50,000",102
CASH_IN,Legitimate,48,"100,001-500,000",415
CASH_IN,Legitimate,48,101-500,1
CASH_IN,Legitimate,48,"5,001-10,000",12
CASH_IN,Legitimate,48,"50,001-100,000",141
CASH_IN,Legitimate,48,"500,001-1,000,000",13
CASH_OUT,Fraud,48,"1,000,001+",2
CASH_OUT,Fraud,48,"100,001-500,000",2
CASH_OUT,Fraud,48,"500,001-1,000,000",1
CASH_OUT,Legitimate,48,"1,001-5,000",13
CASH_OUT,Legitimate,48,"10,001-50,000",116
CASH_OUT,Legitimate,48,"100,001-500,000",538
CASH_OUT,Legitimate,48,101-500,1
CASH_OUT,Legitimate,48,"5,001-10,000",11
CASH_OUT,Legitimate,48,"50,001-100,000",177
CASH_OUT,Legitimate,48,"500,001-1,000,000",14
CASH_OUT,Legitimate,48,"501-1,000",1
DEBIT,Legitimate,48,0-100,5
DEBIT,Legitimate,48,"1,001-5,000",59
DEBIT,Legitimate,48,"10,001-50,000",2
DEBIT,Legitimate,48,101-500,4
DEBIT,Legitimate,48,"5,001-10,000",33
DEBIT,Legitimate,48,"501-1,000",9
PAYMENT,Legitimate,48,0-100,33
PAYMENT,Legitimate,48,"1,001-5,000",1140
PAYMENT,Legitimate,48,"10,001-50,000",945
PAYMENT,Legitimate,48,101-500,124
PAYMENT,Legitimate,48,"5,001-10,000",1099
PAYMENT,Legitimate,48,"50,001-100,000",16
PAYMENT,Legitimate,48,"501-1,000",145
TRANSFER,Fraud,48,"1,000,001+",2
TRANSFER,Fraud,48,"100,001-500,000",2
TRANSFER,Fraud,48,"500,001-1,000,000",1
TRANSFER,Legitimate,48,"1,000,001+",71
TRANSFER,Legitimate,48,"1,001-5,000",5
TRANSFER,Legitimate,48,"10,001-50,000",37
TRANSFER,Legitimate,48,"100,001-500,000",260
TRANSFER,Legitimate,48,101-500,1
TRANSFER,Legitimate,48,"5,001-10,000",8
TRANSFER,Legitimate,48,"50,001-100,000",58
TRANSFER,Legitimate,48,"500,001-1,000,000",68
CASH_IN,Legitimate,49,"1,001-5,000",2
CASH_IN,Legitimate,49,"10,001-50,000",18
CASH_IN,Legitimate,49,"100,001-500,000",87
CASH_IN,Legitimate,49,"5,001-10,000",1
CASH_IN,Legitimate,49,"50,001-100,000",26
CASH_IN,Legitimate,49,"500,001-1,000,000",3
CASH_OUT,Fraud,49,"1,000,001+",1
CASH_OUT,Fraud,49,"100,001-500,000",1
CASH_OUT,Legitimate,49,"1,001-5,000",3
CASH_OUT,Legitimate,49,"10,001-50,000",8
CASH_OUT,Legitimate,49,"100,001-500,000",47
CASH_OUT,Legitimate,49,"5,001-10,000",5
CASH_OUT,Legitimate,49,"50,001-100,000",21
CASH_OUT,Legitimate,49,"500,001-1,000,000",1
DEBIT,Legitimate,49,0-100,2
DEBIT,Legitimate,49,"1,001-5,000",16
DEBIT,Legitimate,49,101-500,4
DEBIT,Legitimate,49,"501-1,000",2
PAYMENT,Legitimate,49,0-100,7
PAYMENT,Legitimate,49,"1,001-5,000",207
PAYMENT,Legitimate,49,"10,001-50,000",78
PAYMENT,Legitimate,49,101-500,19
PAYMENT,Legitimate,49,"5,001-10,000",135
PAYMENT,Legitimate,49,"50,001-100,000",2
PAYMENT,Legitimate,49,"501-1,000",32
TRANSFER,Fraud,49,"1,000,001+",1
TRANSFER,Fraud,49,"100,001-500,000",1
TRANSFER,Legitimate,49,"1,000,001+",3
TRANSFER,Legitimate,49,"10,001-50,000",3
TRANSFER,Legitimate,49,"100,001-500,000",18
TRANSFER,Legitimate,49,"5,001-10,000",1
TRANSFER,Legitimate,49,"50,001-100,000",5
TRANSFER,Legitimate,49,"500,001-1,000,000",4
CASH_OUT,Fraud,50,"100,001-500,000",1
CASH_OUT,Fraud,50,"500,001-1,000,000",2
TRANSFER,Fraud,50,"100,001-500,000",1
TRANSFER,Fraud,50,"500,001-1,000,000",2
CASH_OUT,Fraud,51,"1,000,001+",2
CASH_OUT,Fraud,51,"100,001-500,000",4
CASH_OUT,Fraud,51,"500,001-1,000,000",1
TRANSFER,Fraud,51,"1,000,001+",2
TRANSFER,Fraud,51,"100,001-500,000",4
TRANSFER,Fraud,51,"500,001-1,000,000",1
CASH_OUT,Fraud,52,"1,000,001+",2
CASH_OUT,Fraud,52,"100,001-500,000",1
CASH_OUT,Fraud,52,"500,001-1,000,000",1
TRANSFER,Fraud,52,"1,000,001+",2
TRANSFER,Fraud,52,"100,001-500,000",1
TRANSFER,Fraud,52,"500,001-1,000,000",1
CASH_OUT,Fraud,53,"1,000,001+",2
CASH_OUT,Fraud,53,"5,001-10,000",1
CASH_OUT,Fraud,53,"50,001-100,000",1
CASH_OUT,Fraud,53,"500,001-1,000,000",1
TRANSFER,Fraud,53,"1,000,001+",2
TRANSFER,Fraud,53,"5,001-10,000",1
TRANSFER,Fraud,53,"50,001-100,000",1
TRANSFER,Fraud,53,"500,001-1,000,000",1
CASH_OUT,Fraud,54,"1,000,001+",1
CASH_OUT,Fraud,54,"100,001-500,000",1
TRANSFER,Fraud,54,"1,000,001+",1
TRANSFER,Fraud,54,"100,001-500,000",1
CASH_OUT,Fraud,55,"100,001-500,000",4
CASH_OUT,Fraud,55,"500,001-1,000,000",2
TRANSFER,Fraud,55,"100,001-500,000",4
TRANSFER,Fraud,55,"500,001-1,000,000",2
CASH_OUT,Fraud,56,"1,000,001+",3
CASH_OUT,Fraud,56,"10,001-50,000",1
CASH_OUT,Fraud,56,"100,001-500,000",2
CASH_OUT,Fraud,56,"50,001-100,000",1
CASH_OUT,Fraud,56,"500,001-1,000,000",2
TRANSFER,Fraud,56,"1,000,001+",3
TRANSFER,Fraud,56,"10,001-50,000",1
TRANSFER,Fraud,56,"100,001-500,000",2
TRANSFER,Fraud,56,"50,001-100,000",1
TRANSFER,Fraud,56,"500,001-1,000,000",2
CASH_OUT,Fraud,57,"1,000,001+",1
CASH_OUT,Fraud,57,"100,001-500,000",2
TRANSFER,Fraud,57,"1,000,001+",1
TRANSFER,Fraud,57,"100,001-500,000",2
CASH_OUT,Fraud,58,"1,000,001+",4
CASH_OUT,Fraud,58,"100,001-500,000",5
CASH_OUT,Fraud,58,"500,001-1,000,000",1
TRANSFER,Fraud,58,"1,000,001+",4
TRANSFER,Fraud,58,"100,001-500,000",5
TRANSFER,Fraud,58,"500,001-1,000,000",1
CASH_OUT,Fraud,59,"1,000,001+",5
CASH_OUT,Fraud,59,"10,001-50,000",2
CASH_OUT,Fraud,59,"100,001-500,000",2
CASH_OUT,Fraud,59,"5,001-10,000",1
TRANSFER,Fraud,59,"1,000,001+",5
TRANSFER,Fraud,59,"10,001-50,000",2
TRANSFER,Fraud,59,"100,001-500,000",2
TRANSFER,Fraud,59,"5,001-10,000",1
CASH_OUT,Fraud,60,"1,000,001+",1
CASH_OUT,Fraud,60,"10,001-50,000",2
CASH_OUT,Fraud,60,"50,001-100,000",1
CASH_OUT,Fraud,60,"500,001-1,000,000",2
TRANSFER,Fraud,60,"1,000,001+",1
TRANSFER,Fraud,60,"10,001-50,000",2
TRANSFER,Fraud,60,"50,001-100,000",1
TRANSFER,Fraud,60,"500,001-1,000,000",2
CASH_OUT,Fraud,61,"1,000,001+",3
CASH_OUT,Fraud,61,"10,001-50,000",1
CASH_OUT,Fraud,61,"100,001-500,000",2
CASH_OUT,Fraud,61,"50,001-100,000",1
TRANSFER,Fraud,61,"1,000,001+",3
TRANSFER,Fraud,61,"10,001-50,000",1
TRANSFER,Fraud,61,"100,001-500,000",2
TRANSFER,Fraud,61,"50,001-100,000",1
CASH_OUT,Fraud,62,"100,001-500,000",2
CASH_OUT,Fraud,62,"500,001-1,000,000",2
TRANSFER,Fraud,62,"100,001-500,000",2
TRANSFER,Fraud,62,"500,001-1,000,000",2
CASH_OUT,Fraud,63,"1,000,001+",1
CASH_OUT,Fraud,63,"10,001-50,000",1
CASH_OUT,Fraud,63,"100,001-500,000",2
TRANSFER,Fraud,63,"1,000,001+",1
TRANSFER,Fraud,63,"10,001-50,000",1
TRANSFER,Fraud,63,"100,001-500,000",2
CASH_OUT,Fraud,64,"1,000,001+",2
CASH_OUT,Fraud,64,"10,001-50,000",3
CASH_OUT,Fraud,64,"100,001-500,000",2
CASH_OUT,Fraud,64,"500,001-1,000,000",2
TRANSFER,Fraud,64,"1,000,001+",2
TRANSFER,Fraud,64,"10,001-50,000",3
TRANSFER,Fraud,64,"100,001-500,000",2
TRANSFER,Fraud,64,"500,001-1,000,000",2
CASH_OUT,Fraud,65,"1,000,001+",2
CASH_OUT,Fraud,65,"100,001-500,000",5
CASH_OUT,Fraud,65,101-500,1
CASH_OUT,Fraud,65,"500,001-1,000,000",2
TRANSFER,Fraud,65,"1,000,001+",2
TRANSFER,Fraud,65,"100,001-500,000",5
TRANSFER,Fraud,65,101-500,1
TRANSFER,Fraud,65,"500,001-1,000,000",2
CASH_OUT,Fraud,66,"1,000,001+",5
CASH_OUT,Fraud,66,"100,001-500,000",4
CASH_OUT,Fraud,66,"50,001-100,000",1
CASH_OUT,Fraud,66,"500,001-1,000,000",2
TRANSFER,Fraud,66,"1,000,001+",5
TRANSFER,Fraud,66,"100,001-500,000",4
TRANSFER,Fraud,66,"50,001-100,000",1
TRANSFER,Fraud,66,"500,001-1,000,000",2
CASH_OUT,Fraud,67,"1,000,001+",1
CASH_OUT,Fraud,67,"10,001-50,000",1
CASH_OUT,Fraud,67,"100,001-500,000",1
TRANSFER,Fraud,67,"1,000,001+",1
TRANSFER,Fraud,67,"10,001-50,000",1
TRANSFER,Fraud,67,"100,001-500,000",1
CASH_OUT,Fraud,68,"1,000,001+",4
CASH_OUT,Fraud,68,"10,001-50,000",1
CASH_OUT,Fraud,68,"100,001-500,000",3
CASH_OUT,Fraud,68,"500,001-1,000,000",1
TRANSFER,Fraud,68,"1,000,001+",4
TRANSFER,Fraud,68,"10,001-50,000",1
TRANSFER,Fraud,68,"100,001-500,000",3
TRANSFER,Fraud,68,"500,001-1,000,000",1
CASH_OUT,Fraud,69,"1,000,001+",4
CASH_OUT,Fraud,69,"10,001-50,000",1
CASH_OUT,Fraud,69,"100,001-500,000",3
CASH_OUT,Fraud,69,"500,001-1,000,000",2
TRANSFER,Fraud,69,"1,000,001+",4
TRANSFER,Fraud,69,"10,001-50,000",1
TRANSFER,Fraud,69,"100,001-500,000",3
TRANSFER,Fraud,69,"500,001-1,000,000",2
CASH_OUT,Fraud,70,"1,000,001+",1
CASH_OUT,Fraud,70,"100,001-500,000",2
TRANSFER,Fraud,70,"1,000,001+",1
TRANSFER,Fraud,70,"100,001-500,000",2
CASH_OUT,Fraud,71,"1,000,001+",2
CASH_OUT,Fraud,71,"10,001-50,000",1
CASH_OUT,Fraud,71,"100,001-500,000",5
CASH_OUT,Fraud,71,"50,001-100,000",2
TRANSFER,Fraud,71,"1,000,001+",2
TRANSFER,Fraud,71,"10,001-50,000",1
TRANSFER,Fraud,71,"100,001-500,000",5
TRANSFER,Fraud,71,"50,001-100,000",2
CASH_OUT,Fraud,72,"1,000,001+",5
CASH_OUT,Fraud,72,"500,001-1,000,000",2
TRANSFER,Fraud,72,"1,000,001+",5
TRANSFER,Fraud,72,"500,001-1,000,000",2
CASH_OUT,Fraud,73,"10,001-50,000",1
CASH_OUT,Fraud,73,"100,001-500,000",2
CASH_OUT,Fraud,73,"500,001-1,000,000",1
TRANSFER,Fraud,73,"10,001-50,000",1
TRANSFER,Fraud,73,"100,001-500,000",2
TRANSFER,Fraud,73,"500,001-1,000,000",1
CASH_OUT,Fraud,74,"1,000,001+",5
CASH_OUT,Fraud,74,"100,001-500,000",2
CASH_OUT,Fraud,74,"50,001-100,000",4
TRANSFER,Fraud,74,"1,000,001+",5
TRANSFER,Fraud,74,"100,001-500,000",2
TRANSFER,Fraud,74,"50,001-100,000",4
CASH_OUT,Fraud,75,"100,001-500,000",1
CASH_OUT,Fraud,75,"500,001-1,000,000",3
TRANSFER,Fraud,75,"100,001-500,000",1
TRANSFER,Fraud,75,"500,001-1,000,000",3
CASH_OUT,Fraud,76,"1,000,001+",1
CASH_OUT,Fraud,76,"5,001-10,000",1
TRANSFER,Fraud,76,"1,000,001+",1
TRANSFER,Fraud,76,"5,001-10,000",1
CASH_OUT,Fraud,77,"1,000,001+",3
CASH_OUT,Fraud,77,"100,001-500,000",1
CASH_OUT,Fraud,77,"500,001-1,000,000",1
TRANSFER,Fraud,77,"1,000,001+",3
TRANSFER,Fraud,77,"100,001-500,000",1
TRANSFER,Fraud,77,"500,001-1,000,000",1
CASH_OUT,Fraud,78,"1,000,001+",3
CASH_OUT,Fraud,78,"100,001-500,000",2
TRANSFER,Fraud,78,"1,000,001+",3
TRANSFER,Fraud,78,"100,001-500,000",2
CASH_OUT,Fraud,79,"1,000,001+",1
CASH_OUT,Fraud,79,"100,001-500,000",2
CASH_OUT,Fraud,79,"50,001-100,000",1
CASH_OUT,Fraud,79,"500,001-1,000,000",1
TRANSFER,Fraud,79,"1,000,001+",1
TRANSFER,Fraud,79,"100,001-500,000",2
TRANSFER,Fraud,79,"50,001-100,000",1
TRANSFER,Fraud,79,"500,001-1,000,000",1
CASH_OUT,Fraud,80,"10,001-50,000",1
CASH_OUT,Fraud,80,"100,001-500,000",2
CASH_OUT,Fraud,80,"50,001-100,000",1
CASH_OUT,Fraud,80,"500,001-1,000,000",1
TRANSFER,Fraud,80,"10,001-50,000",1
TRANSFER,Fraud,80,"100,001-500,000",2
TRANSFER,Fraud,80,"50,001-100,000",1
TRANSFER,Fraud,80,"500,001-1,000,000",1
CASH_OUT,Fraud,81,"1,000,001+",2
CASH_OUT,Fraud,81,"100,001-500,000",1
CASH_OUT,Fraud,81,"50,001-100,000",2
TRANSFER,Fraud,81,"1,000,001+",2
TRANSFER,Fraud,81,"100,001-500,000",1
TRANSFER,Fraud,81,"50,001-100,000",2
CASH_OUT,Fraud,82,"1,000,001+",3
CASH_OUT,Fraud,82,"10,001-50,000",1
